_id,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone,userID,userID,milesRequested,WhPerMile,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,kWhRequested
5c367245f9af8b4639a8f376,1_1_179_783_2019-01-02 15:08:48.531899,1-1-179-783,AG-3F29,0001,0001,2019-01-02 15:08:49,2019-01-03 02:30:07,6.343,2019-01-02 17:29:44,America/Los_Angeles,000000365,365.0,30.0,333.0,428.0,"Wed, 02 Jan 2019 15:09:03 GMT",True,2019-01-02 22:16:49,9.99
5c367245f9af8b4639a8f377,1_1_179_796_2019-01-02 15:15:49.744361,1-1-179-796,AG-3F24,0001,0001,2019-01-02 15:15:50,2019-01-03 01:37:00,15.75,2019-01-02 21:03:35,America/Los_Angeles,000000373,373.0,50.0,300.0,526.0,"Wed, 02 Jan 2019 15:17:41 GMT",True,2019-01-03 00:01:50,15.0
5c367245f9af8b4639a8f378,1_1_179_787_2019-01-02 15:20:20.793151,1-1-179-787,AG-3F16,0001,0001,2019-01-02 15:20:21,2019-01-03 03:18:08,19.466,2019-01-03 01:56:39,America/Los_Angeles,000000551,551.0,80.0,444.0,339.0,"Wed, 02 Jan 2019 15:20:47 GMT",True,2019-01-02 20:59:21,35.52
5c367245f9af8b4639a8f379,1_1_179_809_2019-01-02 15:20:44.746005,1-1-179-809,AG-3F27,0001,0001,2019-01-02 15:20:45,2019-01-03 01:00:21,41.497,2019-01-02 22:20:53,America/Los_Angeles,000001528,1528.0,180.0,231.0,255.0,"Wed, 02 Jan 2019 15:21:31 GMT",True,2019-01-02 19:35:45,41.58
5c367245f9af8b4639a8f37a,1_1_191_795_2019-01-02 15:32:12.823864,1-1-191-795,AG-4F51,0001,0001,2019-01-02 15:32:13,2019-01-03 01:13:28,14.926,2019-01-02 22:34:27,America/Los_Angeles,000000537,537.0,60.0,250.0,518.0,"Wed, 02 Jan 2019 15:32:14 GMT",True,2019-01-03 00:10:13,15.0
5c367245f9af8b4639a8f37b,1_1_191_785_2019-01-02 15:35:47.835873,1-1-191-785,AG-4F48,0001,0001,2019-01-02 15:35:48,2019-01-03 01:08:25,2.744,2019-01-02 17:04:53,America/Los_Angeles,000000444,444.0,20.0,278.0,129.0,"Wed, 02 Jan 2019 15:36:01 GMT",True,2019-01-02 17:44:48,5.56
5c367245f9af8b4639a8f37c,1_1_179_815_2019-01-02 15:36:25.767043,1-1-179-815,AG-3F33,0001,0001,2019-01-02 15:36:26,2019-01-03 00:52:28,12.25,2019-01-02 20:26:35,America/Los_Angeles,000000382,382.0,40.0,400.0,533.0,"Wed, 02 Jan 2019 15:37:01 GMT",True,2019-01-03 00:29:26,16.0
5c367245f9af8b4639a8f37d,1_1_179_794_2019-01-02 15:37:02.584236,1-1-179-794,AG-3F20,0001,0001,2019-01-02 15:37:03,2019-01-03 03:02:47,15.904,2019-01-03 03:02:43,America/Los_Angeles,000000476,476.0,50.0,333.0,200.0,"Wed, 02 Jan 2019 15:37:13 GMT",True,2019-01-02 18:57:03,16.65
5c367245f9af8b4639a8f37e,1_1_179_781_2019-01-02 15:44:04.453856,1-1-179-781,AG-3F31,0001,0001,2019-01-02 15:44:04,2019-01-02 23:48:51,13.255,2019-01-02 21:30:19,America/Los_Angeles,000000357,357.0,40.0,354.0,417.0,"Wed, 02 Jan 2019 15:44:16 GMT",True,2019-01-02 22:41:04,14.16
5c367245f9af8b4639a8f37f,1_1_179_790_2019-01-02 15:44:28.391394,1-1-179-790,AG-3F19,0001,0001,2019-01-02 15:44:28,2019-01-02 20:51:27,6.281,2019-01-02 18:49:37,America/Los_Angeles,000000573,573.0,20.0,400.0,318.0,"Wed, 02 Jan 2019 15:45:10 GMT",True,2019-01-02 21:02:28,8.0
5c367245f9af8b4639a8f380,1_1_179_779_2019-01-02 15:55:05.116078,1-1-179-779,AG-3F17,0001,0001,2019-01-02 15:55:05,2019-01-02 17:47:16,0.854,2019-01-02 17:47:34,America/Los_Angeles,,,,,,,,,
5c367245f9af8b4639a8f381,1_1_179_798_2019-01-02 15:59:17.865343,1-1-179-798,AG-3F18,0001,0001,2019-01-02 15:59:18,2019-01-03 06:04:23,35.846,2019-01-02 21:40:38,America/Los_Angeles,000001191,1191.0,100.0,400.0,420.0,"Wed, 02 Jan 2019 16:00:58 GMT",True,2019-01-02 22:59:18,40.0
5c367245f9af8b4639a8f382,1_1_179_788_2019-01-02 16:02:47.146796,1-1-179-788,AG-3F22,0001,0001,2019-01-02 16:02:47,2019-01-03 01:07:04,19.812,2019-01-02 19:08:43,America/Los_Angeles,000000361,361.0,160.0,300.0,544.0,"Wed, 02 Jan 2019 16:03:39 GMT",True,2019-01-03 01:06:47,48.0
5c367245f9af8b4639a8f383,1_1_179_799_2019-01-02 16:05:06.924497,1-1-179-799,AG-3F25,0001,0001,2019-01-02 16:05:07,2019-01-02 22:32:06,5.908,2019-01-02 18:51:08,America/Los_Angeles,000000386,386.0,20.0,500.0,411.0,"Wed, 02 Jan 2019 16:10:12 GMT",True,2019-01-02 22:56:07,10.0
5c367245f9af8b4639a8f384,1_1_191_782_2019-01-02 16:07:13.172811,1-1-191-782,AG-4F50,0001,0001,2019-01-02 16:07:13,2019-01-03 02:04:38,17.412,2019-01-02 21:40:35,America/Los_Angeles,000000533,533.0,40.0,250.0,238.0,"Wed, 02 Jan 2019 16:08:26 GMT",True,2019-01-02 20:05:13,10.0
5c367245f9af8b4639a8f385,1_1_191_803_2019-01-02 16:08:10.073889,1-1-191-803,AG-4F49,0001,0001,2019-01-02 16:08:10,2019-01-03 00:57:48,23.102,2019-01-03 00:57:37,America/Los_Angeles,000000826,826.0,200.0,250.0,470.0,"Wed, 02 Jan 2019 16:08:24 GMT",True,2019-01-02 23:58:10,50.0
5c367245f9af8b4639a8f386,1_1_191_778_2019-01-02 16:12:01.555337,1-1-191-778,AG-4F43,0001,0001,2019-01-02 16:12:02,2019-01-03 02:00:03,2.639,2019-01-02 17:39:27,America/Los_Angeles,000001472,1472.0,10.0,600.0,370.0,"Wed, 02 Jan 2019 16:12:40 GMT",True,2019-01-02 22:22:02,6.0
5c367245f9af8b4639a8f387,1_1_191_812_2019-01-02 16:19:36.152804,1-1-191-812,AG-4F46,0001,0001,2019-01-02 16:19:36,2019-01-03 01:34:47,15.102,2019-01-02 21:23:53,America/Los_Angeles,000000372,372.0,70.0,300.0,468.0,"Wed, 02 Jan 2019 16:19:54 GMT",True,2019-01-03 00:07:36,21.0
5c367245f9af8b4639a8f388,1_1_191_811_2019-01-02 16:28:46.949228,1-1-191-811,AG-4F42,0001,0001,2019-01-02 16:28:47,2019-01-02 19:51:44,4.111,2019-01-02 18:09:00,America/Los_Angeles,000000440,440.0,20.0,500.0,409.0,"Wed, 02 Jan 2019 16:29:21 GMT",True,2019-01-02 23:17:47,10.0
5c367245f9af8b4639a8f389,1_1_191_780_2019-01-02 16:31:38.460608,1-1-191-780,AG-4F45,0001,0001,2019-01-02 16:31:38,2019-01-02 20:22:43,0.898,2019-01-02 18:40:33,America/Los_Angeles,,,,,,,,,
5c367245f9af8b4639a8f38a,1_1_191_806_2019-01-02 16:34:17.988918,1-1-191-806,AG-4F41,0001,0001,2019-01-02 16:34:18,2019-01-02 21:29:27,25.771,2019-01-02 20:45:42,America/Los_Angeles,000000207,207.0,80.0,563.0,255.0,"Wed, 02 Jan 2019 16:34:31 GMT",True,2019-01-02 20:49:18,45.04
5c367245f9af8b4639a8f38b,1_1_191_807_2019-01-02 16:34:47.080412,1-1-191-807,AG-4F47,0001,0001,2019-01-02 16:34:47,2019-01-03 02:42:46,11.427,2019-01-02 20:31:44,America/Los_Angeles,000000341,341.0,40.0,300.0,402.0,"Wed, 02 Jan 2019 16:35:13 GMT",True,2019-01-02 23:16:47,12.0
5c367245f9af8b4639a8f38c,1_1_191_784_2019-01-02 16:40:51.683549,1-1-191-784,AG-4F40,0001,0001,2019-01-02 16:40:52,2019-01-02 21:54:09,4.534,2019-01-02 18:20:37,America/Los_Angeles,000000183,183.0,30.0,250.0,181.0,"Wed, 02 Jan 2019 16:41:52 GMT",True,2019-01-02 19:41:52,7.5
5c367245f9af8b4639a8f38d,1_1_191_808_2019-01-02 16:51:09.511333,1-1-191-808,AG-4F35,0001,0001,2019-01-02 16:51:10,2019-01-03 00:53:22,25.537,2019-01-03 00:53:17,America/Los_Angeles,000000337,337.0,120.0,250.0,461.0,"Wed, 02 Jan 2019 16:52:26 GMT",True,2019-01-03 00:32:10,30.0
5c367245f9af8b4639a8f38e,1_1_191_786_2019-01-02 16:58:45.265225,1-1-191-786,AG-4F36,0001,0001,2019-01-02 16:58:45,2019-01-03 03:01:17,6.839,2019-01-02 20:07:49,America/Los_Angeles,000001210,1210.0,20.0,600.0,427.0,"Wed, 02 Jan 2019 17:00:31 GMT",True,2019-01-03 00:05:45,12.0
5c367245f9af8b4639a8f38f,1_1_193_825_2019-01-02 17:01:24.905001,1-1-193-825,AG-1F01,0001,0001,2019-01-02 17:01:25,2019-01-02 22:39:55,29.746,2019-01-02 22:39:47,America/Los_Angeles,000000404,404.0,150.0,200.0,202.0,"Wed, 02 Jan 2019 17:02:17 GMT",True,2019-01-02 20:23:25,30.0
5c367245f9af8b4639a8f390,1_1_191_792_2019-01-02 17:08:04.197241,1-1-191-792,AG-4F37,0001,0001,2019-01-02 17:08:04,2019-01-03 02:13:47,14.882,2019-01-02 21:56:11,America/Los_Angeles,000000410,410.0,60.0,250.0,498.0,"Wed, 02 Jan 2019 17:08:34 GMT",True,2019-01-03 01:26:04,15.0
5c367245f9af8b4639a8f391,1_1_191_793_2019-01-02 17:17:11.455196,1-1-191-793,AG-4F38,0001,0001,2019-01-02 17:17:11,2019-01-03 01:09:05,6.452,2019-01-02 19:29:24,America/Los_Angeles,000001055,1055.0,30.0,600.0,411.0,"Wed, 02 Jan 2019 17:18:45 GMT",True,2019-01-03 00:08:11,18.0
5c367245f9af8b4639a8f392,1_1_191_805_2019-01-02 17:37:12.247753,1-1-191-805,AG-4F39,0001,0001,2019-01-02 17:37:12,2019-01-02 20:03:05,15.162,2019-01-02 20:02:56,America/Los_Angeles,000000574,574.0,90.0,500.0,283.0,"Wed, 02 Jan 2019 17:37:48 GMT",True,2019-01-02 22:20:12,45.0
5c367245f9af8b4639a8f393,1_1_191_804_2019-01-02 17:39:08.535534,1-1-191-804,AG-4F34,0001,0001,2019-01-02 17:39:09,2019-01-03 00:44:13,11.339,2019-01-02 19:38:52,America/Los_Angeles,000000607,607.0,50.0,400.0,56.0,"Wed, 02 Jan 2019 17:39:35 GMT",True,2019-01-02 18:35:09,20.0
5c367245f9af8b4639a8f394,1_1_179_779_2019-01-02 17:47:27.374322,1-1-179-779,AG-3F17,0001,0001,2019-01-02 17:47:27,2019-01-02 20:25:21,16.442,2019-01-02 20:25:08,America/Los_Angeles,000000571,571.0,130.0,325.0,501.0,"Wed, 02 Jan 2019 17:48:12 GMT",True,2019-01-03 02:08:27,42.25
5c367245f9af8b4639a8f395,1_1_193_829_2019-01-02 19:09:35.501314,1-1-193-829,AG-1F03,0001,0001,2019-01-02 19:09:35,2019-01-02 21:01:26,9.504,2019-01-02 20:56:07,America/Los_Angeles,000000076,76.0,50.0,300.0,126.0,"Wed, 02 Jan 2019 19:10:22 GMT",True,2019-01-02 21:15:35,15.0
5c367245f9af8b4639a8f396,1_1_191_811_2019-01-02 20:10:42.556729,1-1-191-811,AG-4F42,0001,0001,2019-01-02 20:10:43,2019-01-03 01:19:12,29.33,2019-01-03 01:19:03,America/Los_Angeles,000001626,1626.0,100.0,400.0,359.0,"Wed, 02 Jan 2019 20:19:21 GMT",True,2019-01-03 02:09:43,40.0
5c367245f9af8b4639a8f397,1_1_191_805_2019-01-02 20:13:46.760383,1-1-191-805,AG-4F39,0001,0001,2019-01-02 20:13:47,2019-01-03 01:50:03,32.009,2019-01-03 01:49:55,America/Los_Angeles,000000888,888.0,200.0,250.0,320.0,"Wed, 02 Jan 2019 20:16:15 GMT",True,2019-01-03 01:33:47,50.0
5c367245f9af8b4639a8f398,1_1_191_780_2019-01-02 20:26:34.209929,1-1-191-780,AG-4F45,0001,0001,2019-01-02 20:26:34,2019-01-03 03:28:37,13.414,2019-01-02 22:40:01,America/Los_Angeles,000000394,394.0,60.0,357.0,254.0,"Wed, 02 Jan 2019 20:26:48 GMT",True,2019-01-03 00:40:34,21.42
5c367245f9af8b4639a8f399,1_1_178_817_2019-01-02 20:30:41.492924,1-1-178-817,AG-1F09,0001,0001,2019-01-02 20:30:41,2019-01-03 01:11:24,27.209,2019-01-03 01:11:15,America/Los_Angeles,000000448,448.0,100.0,400.0,375.0,"Wed, 02 Jan 2019 20:31:16 GMT",True,2019-01-03 02:45:41,40.0
5c367245f9af8b4639a8f39a,1_1_179_779_2019-01-02 20:46:10.051897,1-1-179-779,AG-3F17,0001,0001,2019-01-02 20:46:10,2019-01-02 23:58:44,19.431,2019-01-02 23:58:36,America/Los_Angeles,000000378,378.0,100.0,250.0,196.0,"Wed, 02 Jan 2019 20:47:19 GMT",True,2019-01-03 00:02:10,25.0
5c367245f9af8b4639a8f39b,1_1_179_810_2019-01-02 20:59:22.327640,1-1-179-810,AG-3F30,0001,0001,2019-01-02 20:59:22,2019-01-03 03:09:44,7.911,2019-01-03 02:53:49,America/Los_Angeles,000000400,400.0,20.0,400.0,243.0,"Wed, 02 Jan 2019 20:59:27 GMT",True,2019-01-03 01:02:22,8.0
5c367245f9af8b4639a8f39c,1_1_193_829_2019-01-02 21:03:44.427356,1-1-193-829,AG-1F03,0001,0001,2019-01-02 21:03:44,2019-01-02 23:43:01,12.384,2019-01-02 23:42:56,America/Los_Angeles,000000355,355.0,60.0,400.0,250.0,"Wed, 02 Jan 2019 21:03:51 GMT",True,2019-01-03 01:13:44,24.0
5c367245f9af8b4639a8f39d,1_1_179_790_2019-01-02 21:06:02.051228,1-1-179-790,AG-3F19,0001,0001,2019-01-02 21:06:02,2019-01-03 01:08:19,0.92,2019-01-02 22:34:26,America/Los_Angeles,,,,,,,,,
5c367245f9af8b4639a8f39e,1_1_193_819_2019-01-02 22:01:59.643730,1-1-193-819,AG-1F06,0001,0001,2019-01-02 22:02:00,2019-01-03 01:52:24,17.171,2019-01-03 01:52:11,America/Los_Angeles,000000362,362.0,130.0,286.0,238.0,"Wed, 02 Jan 2019 22:02:18 GMT",True,2019-01-03 02:00:00,37.18
5c367245f9af8b4639a8f39f,1_1_194_826_2019-01-02 22:11:05.822916,1-1-194-826,AG-1F11,0001,0001,2019-01-02 22:11:06,2019-01-03 01:42:31,10.357,2019-01-03 01:42:26,America/Los_Angeles,000000335,335.0,40.0,275.0,187.0,"Wed, 02 Jan 2019 22:11:27 GMT",True,2019-01-03 01:18:06,11.0
5c367245f9af8b4639a8f3a0,1_1_193_825_2019-01-02 22:52:47.644703,1-1-193-825,AG-1F01,0001,0001,2019-01-02 22:52:48,2019-01-03 01:36:44,8.996,2019-01-03 00:57:50,America/Los_Angeles,000000336,336.0,50.0,292.0,162.0,"Wed, 02 Jan 2019 22:54:10 GMT",True,2019-01-03 01:34:48,14.6
5c367245f9af8b4639a8f3a1,1_1_193_827_2019-01-02 23:25:47.797705,1-1-193-827,AG-1F02,0001,0001,2019-01-02 23:25:48,2019-01-03 02:12:45,5.401,2019-01-03 01:38:59,America/Los_Angeles,000000413,413.0,20.0,275.0,144.0,"Wed, 02 Jan 2019 23:26:40 GMT",True,2019-01-03 01:49:48,5.5
5c367245f9af8b4639a8f3a2,1_1_178_823_2019-01-02 23:29:57.811010,1-1-178-823,AG-1F08,0001,0001,2019-01-02 23:29:58,2019-01-03 00:31:38,3.826,2019-01-03 00:31:33,America/Los_Angeles,000000076,76.0,30.0,300.0,61.0,"Wed, 02 Jan 2019 23:30:21 GMT",True,2019-01-03 00:30:58,9.0
5c367245f9af8b4639a8f3a3,1_1_194_818_2019-01-02 23:31:31.694566,1-1-194-818,AG-1F14,0001,0001,2019-01-02 23:31:32,2019-01-03 01:23:03,4.925,2019-01-03 01:22:50,America/Los_Angeles,000000351,351.0,130.0,300.0,681.0,"Wed, 02 Jan 2019 23:31:53 GMT",True,2019-01-03 10:52:32,39.0
5c367245f9af8b4639a8f3a4,1_1_178_828_2019-01-03 00:02:48.533895,1-1-178-828,AG-1F10,0001,0001,2019-01-03 00:02:49,2019-01-03 02:37:28,12.718,2019-01-03 02:37:25,America/Los_Angeles,000001632,1632.0,40.0,250.0,141.0,"Thu, 03 Jan 2019 00:04:59 GMT",True,2019-01-03 02:23:49,10.0
5c367245f9af8b4639a8f3a5,1_1_194_822_2019-01-03 00:13:01.165702,1-1-194-822,AG-1F12,0001,0001,2019-01-03 00:13:01,2019-01-03 01:50:13,6.923,2019-01-03 01:50:09,America/Los_Angeles,000000608,608.0,90.0,316.0,419.0,"Thu, 03 Jan 2019 00:15:51 GMT",True,2019-01-03 07:12:01,28.44
5c367245f9af8b4639a8f3a6,1_1_178_823_2019-01-03 01:50:38.809813,1-1-178-823,AG-1F08,0001,0001,2019-01-03 01:50:39,2019-01-03 08:22:49,5.807,2019-01-03 04:57:14,America/Los_Angeles,000000405,405.0,20.0,500.0,190.0,"Thu, 03 Jan 2019 01:51:05 GMT",True,2019-01-03 05:00:39,10.0
5c36728ff9af8b4639a8f3a7,1_1_178_823_2019-01-03 13:00:41.673237,1-1-178-823,AG-1F08,0001,0001,2019-01-03 13:00:42,2019-01-04 01:01:42,8.834,2019-01-03 15:39:14,America/Los_Angeles,000000194,194.0,50.0,250.0,385.0,"Thu, 03 Jan 2019 13:02:28 GMT",True,2019-01-03 19:25:42,12.5
5c36728ff9af8b4639a8f3a8,1_1_194_826_2019-01-03 13:30:46.907090,1-1-194-826,AG-1F11,0001,0001,2019-01-03 13:30:47,2019-01-04 00:15:25,35.909,2019-01-03 19:43:41,America/Los_Angeles,000000933,933.0,140.0,325.0,497.0,"Thu, 03 Jan 2019 13:31:38 GMT",True,2019-01-03 21:47:47,45.5
5c36728ff9af8b4639a8f3a9,1_1_191_789_2019-01-03 13:47:15.815591,1-1-191-789,AG-4F52,0001,0001,2019-01-03 13:47:16,2019-01-04 01:23:39,5.91,2019-01-03 15:45:21,America/Los_Angeles,000000483,483.0,29.0,350.0,435.0,"Thu, 03 Jan 2019 13:47:26 GMT",True,2019-01-03 21:02:16,10.15
5c36728ff9af8b4639a8f3aa,1_1_193_819_2019-01-03 13:49:39.556251,1-1-193-819,AG-1F06,0001,0001,2019-01-03 13:49:40,2019-01-03 23:40:38,11.086,2019-01-03 18:11:18,America/Los_Angeles,000000406,406.0,40.0,500.0,606.0,"Thu, 03 Jan 2019 13:50:10 GMT",True,2019-01-03 23:55:40,20.0
5c36728ff9af8b4639a8f3ab,1_1_193_820_2019-01-03 13:55:28.764165,1-1-193-820,AG-1F04,0001,0001,2019-01-03 13:55:29,2019-01-03 21:39:22,14.292,2019-01-03 16:20:53,America/Los_Angeles,000000651,651.0,40.0,400.0,147.0,"Thu, 03 Jan 2019 13:55:37 GMT",True,2019-01-03 16:22:29,16.0
5c36728ff9af8b4639a8f3ac,1_1_178_828_2019-01-03 14:05:34.622266,1-1-178-828,AG-1F10,0001,0001,2019-01-03 14:05:35,2019-01-04 00:17:06,11.938,2019-01-03 19:16:21,America/Los_Angeles,000000553,553.0,40.0,400.0,533.0,"Thu, 03 Jan 2019 14:05:59 GMT",True,2019-01-03 22:58:35,16.0
